Experiment,Student,Date.start,Date.end,Location,Structure,Fouling,Cup.weigth.empty.g,Total.weight.wet.g,Total.weight.dry.g,Difference.g,Comments
Spatial variation,Emilia Rizzi,,,Lower Mpunguti,8,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Lower Mpunguti,8,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Lower Mpunguti,8,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Lower Mpunguti,8,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Lower Mpunguti,8,Tunicates,2,,2.3,0.3,
Spatial variation,Emilia Rizzi,,,Lower Mpunguti,8,Turf,6.3,,6.6,0.3,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Barnacles,6.5,,7,0.5,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,CCA,6.7,,17.4,10.7,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,1,Turf,6.4,,7,0.6,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Barnacles,6,,6.7,0.7,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Brown algae,5.7,,5.8,0.1,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,CCA,5.4,,11.6,6.2,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,2,Turf,5.8,,6,0.2,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Brown algae,5.8,,6.2,0.4,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,CCA,5.6,,12.7,7.1,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,3,Turf,5.8,,6,0.2,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,CCA,6.4,,12.8,6.4,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,4,Turf,6.3,,6.3,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Barnacles,6.3,,6.7,0.4,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,CCA,6.3,,15.5,9.2,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Green algae,6.3,,6.4,0.1,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,5,Turf,6.4,,6.7,0.3,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Barnacles,6.7,,8.6,1.9,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,CCA,6.2,,15,8.8,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Green algae,6.4,,6.5,0.1,Zero value changed to mimum positive: +0.1
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,6,Turf,6.4,,6.8,0.4,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Brown algae,6.3,,6.5,0.2,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,CCA,6.4,,17.3,10.9,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Green algae,6.3,,6.4,0.1,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Soft Coral,6.4,,7.3,0.9,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,7,Turf,6.4,,7.1,0.7,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,CCA,9.8,,18.6,8.8,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Soft Coral,6.4,,8.1,1.7,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Dolphin Point,8,Turf,6.4,,6.6,0.2,
Spatial variation,Emilia Rizzi,,,Kisite,1,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,CCA,10,,13.7,3.7,
Spatial variation,Emilia Rizzi,,,Kisite,1,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,Sponges,9.7,,9.8,0.1,Zero value changed to mimum positive: +0.1
Spatial variation,Emilia Rizzi,,,Kisite,1,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,1,Turf,10,,10.2,0.2,
Spatial variation,Emilia Rizzi,,,Kisite,2,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,2,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,2,CCA,9.8,,18.2,8.4,
Spatial variation,Emilia Rizzi,,,Kisite,2,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,2,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,2,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,2,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,2,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,2,Sponges,10,,12.4,2.4,
Spatial variation,Emilia Rizzi,,,Kisite,2,Tunicates,9.8,,9.9,0.1,
Spatial variation,Emilia Rizzi,,,Kisite,2,Turf,9.8,,10,0.2,
Spatial variation,Emilia Rizzi,,,Kisite,3,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,CCA,6.4,,13.7,7.3,
Spatial variation,Emilia Rizzi,,,Kisite,3,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,Mussels,9.8,,9.9,0.1,Zero value changed to mimum positive: +0.1
Spatial variation,Emilia Rizzi,,,Kisite,3,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,3,Turf,9.8,,10.2,0.4,
Spatial variation,Emilia Rizzi,,,Kisite,4,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,CCA,6.2,,9.5,3.3,
Spatial variation,Emilia Rizzi,,,Kisite,4,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,4,Turf,6.3,,6.5,0.2,
Spatial variation,Emilia Rizzi,,,Kisite,5,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,5,Brown algae,6.4,,6.6,0.2,
Spatial variation,Emilia Rizzi,,,Kisite,5,CCA,6.4,,14.3,7.9,
Spatial variation,Emilia Rizzi,,,Kisite,5,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,5,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,5,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,5,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,5,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,5,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,5,Tunicates,6.3,,6.4,0.1,Zero value changed to mimum positive: +0.1
Spatial variation,Emilia Rizzi,,,Kisite,5,Turf,6.6,,6.7,0.1,
Spatial variation,Emilia Rizzi,,,Kisite,6,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,CCA,6.5,,10.3,3.8,
Spatial variation,Emilia Rizzi,,,Kisite,6,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,6,Turf,6.5,,6.6,0.1,
Spatial variation,Emilia Rizzi,,,Kisite,7,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,CCA,9.6,,15.8,6.2,
Spatial variation,Emilia Rizzi,,,Kisite,7,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,7,Tunicates,9.6,,9.9,0.3,
Spatial variation,Emilia Rizzi,,,Kisite,7,Turf,9.8,,10,0.2,
Spatial variation,Emilia Rizzi,,,Kisite,8,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,CCA,9.9,,15.5,5.6,
Spatial variation,Emilia Rizzi,,,Kisite,8,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Kisite,8,Turf,9.5,,9.9,0.4,
Spatial variation,Emilia Rizzi,,,Wasini,1,Barnacles,1.9,,2.2,0.3,
Spatial variation,Emilia Rizzi,,,Wasini,1,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,CCA,1.7,,4.2,2.5,
Spatial variation,Emilia Rizzi,,,Wasini,1,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,1,Turf,2,,2.4,0.4,
Spatial variation,Emilia Rizzi,,,Wasini,2,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,2,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,2,CCA,1.9,,7,5.1,
Spatial variation,Emilia Rizzi,,,Wasini,2,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,2,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,2,Mussels,1.9,,2,0.1,
Spatial variation,Emilia Rizzi,,,Wasini,2,Other,2.1,,2.2,0.1,Polychaete worms
Spatial variation,Emilia Rizzi,,,Wasini,2,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,2,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,2,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,2,Turf,1.8,,2.1,0.3,
Spatial variation,Emilia Rizzi,,,Wasini,3,Barnacles,2,,2.5,0.5,
Spatial variation,Emilia Rizzi,,,Wasini,3,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,CCA,1.8,,5.6,3.8,
Spatial variation,Emilia Rizzi,,,Wasini,3,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,3,Turf,2,,2.1,0.1,
Spatial variation,Emilia Rizzi,,,Wasini,4,Barnacles,2.1,,7.1,5,
Spatial variation,Emilia Rizzi,,,Wasini,4,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,CCA,5.4,,9.9,4.5,
Spatial variation,Emilia Rizzi,,,Wasini,4,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,4,Turf,1.9,,2.1,0.2,
Spatial variation,Emilia Rizzi,,,Wasini,5,Barnacles,5.5,,10.4,4.9,
Spatial variation,Emilia Rizzi,,,Wasini,5,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,CCA,5.6,,11.3,5.7,
Spatial variation,Emilia Rizzi,,,Wasini,5,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,5,Turf,4.8,,5.6,0.8,
Spatial variation,Emilia Rizzi,,,Wasini,6,Barnacles,6.4,,7.1,0.7,
Spatial variation,Emilia Rizzi,,,Wasini,6,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,CCA,6.3,,10.6,4.3,
Spatial variation,Emilia Rizzi,,,Wasini,6,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,6,Turf,5.6,,5.9,0.3,
Spatial variation,Emilia Rizzi,,,Wasini,7,Barnacles,6.5,,7.2,0.7,
Spatial variation,Emilia Rizzi,,,Wasini,7,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,CCA,9.9,,13.2,3.3,
Spatial variation,Emilia Rizzi,,,Wasini,7,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,7,Turf,6.2,,6.5,0.3,
Spatial variation,Emilia Rizzi,,,Wasini,8,Barnacles,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Brown algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,CCA,5.7,,8.8,3.1,
Spatial variation,Emilia Rizzi,,,Wasini,8,Cyanobacteria,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Green algae,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Mussels,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Other,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Soft Coral,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Sponges,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Tunicates,#N/A,,#N/A,0,
Spatial variation,Emilia Rizzi,,,Wasini,8,Turf,5.5,,6.3,0.8,
